iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
nicobarese	Nicobarese languages	Asia	Austroasiatic	Nicobarese	family;space	family	space	false	true	true	false	468	1	false		false	468	0	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
niger-congo-family	Niger Congo family	Africa	Niger-Congo	Niger-Congo	family;hyphen	family	hyphen	false	true	true	false	146	1	false		false	146	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nigerian-pidgin	Nigerian Pidgin	Africa	Creole	English-based	creole;hyphen;pidgin;space	creole;pidgin	hyphen;space	false	true	true	true	1,112,132,307	4	false		false	1,112,132,307	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	family:English-based;region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_English-based_pidgins	Nigerian Pidgin	1
nii	Nii	Pacific	Papuan	Chimbu–Wahgi	space		space	false	true	true	true	193,263,368	3	false		false	193,263,368	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
ninggerum	Ninggerum	Pacific	Papuan	Ok–Oksapmin	space		space	false	true	true	true	195,263,366,368	4	false		false	195,263,366,368	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
niuean	Niuean	Pacific	Polynesian	Polynesian	apostrophe;space		apostrophe;space	true	true	true	true	244,250,370	3	false		false	244,250,370	1	tools/mixer-meta/wikipedia-languages-of-oceania.json	tools/mixer-meta/wikipedia-languages-of-oceania.json		region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania	Niuean	1
nivkh	Nivkh	Siberia	Nivkh	Nivkh				false	true	true	true	19	1	false		false	19	35								0
nizyam	Nizyam	Eurasia	Uralic	Western Khanty	hyphen;space		hyphen;space	false	true	true	true	9,15,19,320	4	false		false	9,15,19,320	1	tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages	Nizyam	1
nkore	Nkore	Africa	Niger-Congo	Bantu				true	true	true	true	154	1	false		false	154	4	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of mutually intelligible languages – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_mutually_intelligible_languages	Nkore	1
nld	Dutch	Europe	Germanic	Germanic				false	true	true	true	0,2	2	false		false	0,2	2	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-official-languages-by-institution-full.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-official-languages-by-institution-full.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json		region:Europe	Wikipedia: Languages of Europe – regional subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of official languages by institution – full article list;Wikipedia: List of mutually intelligible languages – full article list	https://en.wikipedia.org/wiki/Languages_of_Europe;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_official_languages_of_international_organizations;https://en.wikipedia.org/wiki/List_of_mutually_intelligible_languages	Dutch	4
nmm	Manang (Manange)	Asia	Sino-Tibetan	Tamangic				false	true	true	true	55	1	false		false	55	12	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Sino-Tibetan;region:Asia	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Nepal – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Nepal;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Manange	1
nng	Nǁng	Africa	Tuu	Tuu	diacritics		diacritics	false	true	true	true	357	1	false		true	357	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nogai	Nogai	Caucasus	Turkic	Kipchak Turkic	space		space	true	true	true	true	5,233	2	false		false	5,233	3	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Nogai	1
nomane	Nomane	Pacific	Papuan	Chimbu–Wahgi	space		space	false	true	true	true	25,195,263	3	false		false	25,195,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
nones	Nones	Europe	Romance	Ladin	space		space	false	true	true	true	301	1	false		false	301	3	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
nong-zhuang	Nong Zhuang	Asia	Tai-Kadai	Tai-Kadai	apostrophe;space		apostrophe;space	false	true	true	true	317,530,532	3	false		false	317,530,532	2	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
nonni-dagur	Nonni Dagur	Asia	Mongolic	Mongolic				false	true	true	true	381	1	false		false	381	42	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
noongar	Noongar	Australia	Australian Aboriginal	Australian Aboriginal	hyphen		hyphen	true	true	true	true	130,312	2	false		false	130,312	1								0
nootka-jargon	Nootka Jargon	Misc	Pidgin	Pidgin	pidgin	pidgin		false	true	true	true	19	1	false		false	19	35								0
norman	Norman	Europe	Romance	Oïl Dialects				false	true	true	true	2,4,8	3	false		false	2,4,8	1	tools/mixer-meta/wikipedia-languages-by-phoneme-count-full.json;tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-by-phoneme-count-full.json;tools/mixer-meta/wikipedia-languages-of-europe.json		region:Europe	Wikipedia: List of languages by number of phonemes – full article list;Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/List_of_languages_by_number_of_phonemes;https://en.wikipedia.org/wiki/Languages_of_Europe	Norman	2
north-bauchi	North Bauchi	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
north-bauchi-languages	North Bauchi family	Africa	Afroasiatic	Chadic	family;hyphen	family	hyphen	false	true	true	false	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
north-borneo	North Borneo	Pacific	Austronesian	Austronesian	space		space	false	true	true	true	495	1	false		true	495	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
north-estonian	North Estonian	Eurasia	Uralic	North Estonian				false	true	true	true	9,425	2	false		false	9,425	2	tools/mixer-meta/wikipedia-uralic-languages-full.json		tools/mixer-meta/wikipedia-uralic-languages-full.json	category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages		0
north-giziga-language	North Giziga language	Africa	Afroasiatic	Chadic	apostrophe;hyphen		apostrophe;hyphen	false	true	true	true	132,146,153	3	false		false	132,146,153	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
north-korean	North Korean	East Asia	Koreanic	Modern Korean	space		space	false	true	true	true	10,12,31,68	4	false		false	10,12,31,68	1								0
north-mofu-language	North Mofu language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132,146,154	3	false		false	132,146,154	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
north-moluccan-malay	North Moluccan Malay	Asia	Creole	Malay-based	creole	creole		false	true	true	true	453	1	false		true	453	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
north-new-guinea	North New Guinea	Pacific	Austronesian	Austronesian				false	true	true	true	520	1	false		false	520	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
